,Glacier ID,Political Unit,Continent,Basin Code,Location Code,Glacier Code,Glacier Name,Latitude,Longitude,Primary Class,Glacier Source,Glacier Form,Glacier Activity,Minimum Elevation,Minimum Elevation Exposed,Mean Elevation,Maximum Elevation,Snow Line Elevation,Snow Line Accuracy,Glacier Area,Area Accuracy,Area Exposed,Mean Width,Mean Length,Maximum Length,Maximum Length Exposed,Mean Depth,Depth Accuracy,Accumulation Orientation,Ablation Orientation,Topographic Map Year,Topographic Map Scale,Photograph Year
32998,CN5O185D0031,CHINA,ASIA,O185,D0,31,NALAI,28.499000000000002,85.39299999999999,6.0,1.0,4.0,0.0,4625.0,4625.0,5268.0,5910.0,5250.0,2.0,3.27,1.0,3.27,1.5,2.2,2.2,2.2,65.0,2.0,S,SE,1980.0,50000.0,1974.0
33009,CN5O185D0042,CHINA,ASIA,O185,D0,42,DUDANG,28.614,85.42,5.0,2.0,2.0,1.0,4429.0,4429.0,5471.0,6513.0,5225.0,2.0,30.27,1.0,30.27,3.0,9.7,10.6,4.3,137.0,2.0,SE,SE,1980.0,50000.0,1974.0
33013,CN5O185D0046,CHINA,ASIA,O185,D0,46,JINABASHA,28.615,85.48,5.0,2.0,2.0,2.0,4438.0,4438.0,5541.0,6643.0,5510.0,2.0,10.37,1.0,10.37,1.9,5.4,6.0,6.0,96.0,2.0,SW,SW,1980.0,50000.0,1974.0
33020,CN5O185D0053,CHINA,ASIA,O185,D0,53,GANGPENGQING,28.531999999999996,85.544,5.0,1.0,2.0,1.0,4543.0,4543.0,5921.0,7299.0,5560.0,2.0,32.8,1.0,21.92,3.5,9.3,12.1,4.8,140.0,2.0,SW,SW,1980.0,50000.0,1974.0
33028,CN5O185D0061,CHINA,ASIA,O185,D0,61,NIANGLAI,28.432,85.49,6.0,2.0,4.0,0.0,4519.0,4519.0,5420.0,6321.0,5255.0,2.0,10.47,1.0,10.47,2.0,5.3,6.0,6.0,96.0,2.0,NW,NW,1980.0,50000.0,1974.0
33054,CN5O185D0087,CHINA,ASIA,O185,D0,87,LALAGA,28.462,85.588,4.0,2.0,2.0,2.0,4760.0,4670.0,5716.0,6671.0,5398.0,2.0,26.95,1.0,19.07,2.7,10.1,12.7,60.2,132.0,2.0,SW,SW,1980.0,50000.0,1974.0
33080,CN5O185D0113,CHINA,ASIA,O185,D0,113,PUREPU,28.413,85.654,4.0,3.0,2.0,2.0,4650.0,4650.0,5928.0,7206.0,5644.0,2.0,44.21,1.0,33.21,4.3,10.2,13.3,3.8,155.0,2.0,SW,SW,1980.0,50000.0,1974.0
33093,CN5O185D0126,CHINA,ASIA,O185,D0,126,LANTAN,28.316999999999997,85.65100000000001,5.0,1.0,2.0,1.0,4600.0,4600.0,5604.0,6609.0,5650.0,2.0,15.29,1.0,7.94,1.4,12.8,15.3,4.4,109.0,2.0,SW,NW,1980.0,50000.0,1974.0
33132,CN5O191BC013,CHINA,ASIA,O191,BC,13,DUOERLEI,28.212,85.806,5.0,2.0,2.0,1.0,4490.0,4490.0,5735.0,6979.0,5280.0,2.0,8.01,1.0,8.01,1.5,6.5,6.8,2.4,88.0,2.0,NE,E,1980.0,50000.0,1974.0
33137,CN5O191BC018,CHINA,ASIA,O191,BC,18,CHONGDUIPU,28.325,85.75,5.0,2.0,2.0,1.0,5000.0,5000.0,6514.0,8027.0,5750.0,2.0,27.67,1.0,27.67,2.7,16.0,16.1,9.0,123.0,2.0,S,SE,1980.0,50000.0,1974.0
33145,CN5O191BC026,CHINA,ASIA,O191,BC,26,JICONGPU,28.335,85.825,5.0,2.0,2.0,1.0,4995.0,4995.0,6458.0,7920.0,5860.0,2.0,17.04,1.0,17.04,1.6,9.0,9.3,4.0,113.0,2.0,SE,S,1980.0,50000.0,1974.0
33162,CN5O191BD012,CHINA,ASIA,O191,BD,12,XIEBUPU,28.377,85.81700000000001,4.0,1.0,2.0,1.0,5060.0,5060.0,6544.0,8027.0,5920.0,2.0,27.53,1.0,17.94,2.0,13.2,13.2,6.6,133.0,2.0,N,E,1978.0,50000.0,1974.0
33185,CN5O191BE010,CHINA,ASIA,O191,BE,10,LONGMOJIAN,28.318,86.245,5.0,1.0,2.0,2.0,5355.0,5355.0,6124.0,6893.0,5610.0,2.0,8.4,1.0,8.4,1.5,5.5,6.0,6.0,89.0,2.0,N,N,1978.0,50000.0,1974.0
33189,CN5O191BE014,CHINA,ASIA,O191,BE,14,CHAXIEQUDENG,28.316999999999997,86.197,5.0,0.0,2.0,3.0,5425.0,5425.0,6039.0,6652.0,5140.0,2.0,6.11,1.0,6.11,3.0,3.0,3.3,3.3,80.0,2.0,NW,NW,1978.0,50000.0,1974.0
33196,CN5O191BE021,CHINA,ASIA,O191,BE,21,PAQU,28.291999999999998,86.182,6.0,0.0,3.0,4.0,5318.0,5318.0,5985.0,6652.0,5600.0,2.0,5.37,1.0,5.37,1.9,4.0,4.2,4.2,77.0,2.0,NW,NW,1978.0,50000.0,1974.0
33215,CN5O191BE040,CHINA,ASIA,O191,BE,40,CHACONG,28.116999999999997,86.079,5.0,3.0,2.0,2.0,4580.0,4580.0,5226.0,5871.0,5000.0,2.0,5.85,1.0,5.85,1.1,5.3,5.4,5.4,79.0,2.0,W,NW,1978.0,50000.0,1974.0
33221,CN5O191BE046,CHINA,ASIA,O191,BE,46,QUEMOBAMARE,28.065,86.08200000000001,5.0,2.0,3.0,2.0,4600.0,4600.0,5355.0,6109.0,5240.0,2.0,4.1,1.0,3.97,1.0,3.7,4.5,4.0,70.0,2.0,W,W,1978.0,50000.0,1974.0
33225,CN5O191BE050,CHINA,ASIA,O191,BE,50,KAERGA,28.034000000000002,86.073,6.0,1.0,4.0,2.0,4539.0,4539.0,5123.0,5706.0,5020.0,2.0,4.05,1.0,4.05,1.5,3.0,3.1,3.1,70.0,2.0,NW,N,1978.0,50000.0,1974.0
33255,CN5O191CA018,CHINA,ASIA,O191,CA,18,XIONGDEMO,28.085,86.071,5.0,1.0,2.0,2.0,4612.0,4612.0,5341.0,6070.0,5340.0,2.0,3.63,1.0,3.63,1.0,3.7,4.0,4.0,67.0,2.0,N,E,1980.0,50000.0,1974.0
33388,CN5O191CB034,CHINA,ASIA,O191,CB,34,EBU,28.275,86.35,4.0,0.0,2.0,2.0,4880.0,4880.0,6127.0,7374.0,5620.0,2.0,37.8,1.0,37.8,5.0,12.0,13.0,13.0,146.0,2.0,S,S,1980.0,50000.0,1974.0
33402,CN5O191CB048,CHINA,ASIA,O191,CB,48,YANONG,28.133000000000003,86.55,5.0,0.0,2.0,1.0,5000.0,5000.0,5798.0,6596.0,5680.0,2.0,11.35,1.0,8.35,4.0,4.3,6.0,2.8,99.0,2.0,W,NW,1980.0,50000.0,1974.0
33408,CN5O191CB054,CHINA,ASIA,O191,CB,54,SHALONG,28.08,86.54700000000001,5.0,0.0,2.0,2.0,4460.0,4460.0,5680.0,6900.0,5244.0,2.0,21.4,1.0,12.05,3.0,8.0,8.1,8.1,122.0,2.0,W,NW,1980.0,50000.0,1974.0
33422,CN5O191CB068,CHINA,ASIA,O191,CB,68,DANGPU,28.033,86.492,5.0,2.0,2.0,2.0,4690.0,4690.0,5661.0,6631.0,5200.0,2.0,10.06,1.0,5.11,3.1,6.8,6.9,3.4,69.0,2.0,W,W,1980.0,50000.0,1974.0
33463,CN5O192BA008,CHINA,ASIA,O192,BA,8,LABEILANG,27.863000000000003,87.132,5.0,1.0,2.0,0.0,4008.0,4008.0,6236.0,8463.0,4860.0,2.0,40.83,1.0,40.83,5.2,13.6,7.5,9.2,151.0,2.0,SE,SE,1980.0,100000.0,1974.0
33476,CN5O192BA021,CHINA,ASIA,O192,BA,21,REMULIE,27.878,87.209,6.0,1.0,4.0,0.0,4520.0,4520.0,4812.0,5104.0,4790.0,2.0,1.2,1.0,1.2,0.6,2.0,2.0,2.0,45.0,2.0,N,NW,1980.0,100000.0,1974.0
33504,CN5O192BA049,CHINA,ASIA,O192,BA,49,LAMALANGZHUO,27.974,87.11200000000001,5.0,1.0,2.0,0.0,4400.0,4700.0,5990.0,7565.0,5040.0,2.0,10.52,1.0,7.79,1.5,7.0,7.0,3.0,96.0,2.0,NE,NE,1980.0,100000.0,1974.0
33514,CN5O192BA059,CHINA,ASIA,O192,BA,59,KANGXIONG,27.986,87.001,5.0,1.0,2.0,0.0,4530.0,5400.0,6640.0,8848.0,5650.0,2.0,67.21,1.0,56.16,2.5,26.4,27.2,2.8,177.0,2.0,SE,E,1980.0,100000.0,1974.0
33575,CN5O192BA120,CHINA,ASIA,O192,BA,120,KADA,28.05,87.0,5.0,1.0,2.0,0.0,5576.0,5576.0,6396.0,7216.0,6105.0,2.0,21.01,1.0,21.01,2.6,9.5,10.3,10.3,121.0,2.0,E,NE,1980.0,100000.0,1974.0
33580,CN5O192BA125,CHINA,ASIA,O192,BA,125,KADAZHANGGELI,28.096999999999998,86.988,5.0,1.0,2.0,0.0,5835.0,5835.0,6524.0,7213.0,6228.0,2.0,13.97,1.0,13.97,2.0,7.0,7.1,7.1,106.0,2.0,E,SE,1980.0,100000.0,1974.0
33725,CN5O192BB112,CHINA,ASIA,O192,BB,112,LIXIN1,28.114,86.90799999999999,5.0,1.0,4.0,0.0,5998.0,5998.0,6305.0,6611.0,6155.0,2.0,0.67,1.0,0.67,0.5,1.3,1.4,1.4,36.0,2.0,W,SW,1980.0,50000.0,1974.0
33726,CN5O192BB113,CHINA,ASIA,O192,BB,113,LIXIN2,28.108,86.915,5.0,1.0,4.0,0.0,5987.0,5987.0,6499.0,7010.0,6278.0,2.0,0.89,1.0,0.89,0.7,1.3,1.3,1.3,40.0,2.0,S,SW,1980.0,50000.0,1974.0
33729,CN5O192BB116,CHINA,ASIA,O192,BB,116,LIXIN3,28.105,86.926,5.0,1.0,4.0,2.0,6050.0,6050.0,6545.0,7040.0,6265.0,2.0,1.27,1.0,1.27,0.6,2.1,2.3,2.3,46.0,2.0,SW,S,1980.0,50000.0,1974.0
33731,CN5O192BB118,CHINA,ASIA,O192,BB,118,DONGRONGBU,28.053,86.94200000000001,5.0,1.0,2.0,2.0,5560.0,5560.0,6780.0,8000.0,6271.0,2.0,46.27,1.0,46.27,2.0,10.4,12.8,12.8,157.0,2.0,NW,NW,1980.0,50000.0,1974.0
33735,CN5O192BB122,CHINA,ASIA,O192,BB,122,ZHANGZHENG2,28.076,86.9,6.0,1.0,4.0,0.0,5900.0,5900.0,6350.0,6800.0,6050.0,2.0,0.71,1.0,0.71,0.4,1.9,1.9,1.9,37.0,2.0,N,NE,1980.0,50000.0,1974.0
33755,CN5O192BB142,CHINA,ASIA,O192,BB,142,RONGBU,28.049,86.833,5.0,1.0,1.0,0.0,5158.0,5158.0,7458.0,8848.0,6137.0,2.0,85.4,1.0,76.48,4.2,20.3,22.4,16.6,191.0,2.0,N,NW,1980.0,50000.0,1974.0
33765,CN5O192BB152,CHINA,ASIA,O192,BB,152,JIUDA,28.104,86.79899999999999,5.0,1.0,2.0,0.0,5390.0,5390.0,6653.0,7915.0,6068.0,2.0,14.85,1.0,14.85,1.5,9.8,12.3,8.4,108.0,2.0,NE,NE,1980.0,50000.0,1974.0
33796,CN5O192BB183,CHINA,ASIA,O192,BB,183,GEZHONGKANG,28.15,86.729,5.0,1.0,2.0,2.0,5205.0,5205.0,6529.0,7952.0,6050.0,2.0,54.2,1.0,54.2,3.9,13.2,16.0,9.6,165.0,2.0,E,NE,1980.0,50000.0,1974.0
33841,CN5O192CB018,CHINA,ASIA,O192,CB,18,SIGUANG,28.175,86.656,5.0,1.0,3.0,0.0,5600.0,5600.0,6314.0,7027.0,6100.0,2.0,6.82,1.0,6.82,1.7,4.1,6.3,6.3,83.0,2.0,NW,NW,1980.0,100000.0,1974.0
33866,CN5O192CB043,CHINA,ASIA,O192,CB,43,JIABULA,28.116,86.633,5.0,1.0,2.0,0.0,5100.0,5100.0,6650.0,8201.0,6200.0,2.0,65.5,1.0,65.5,3.3,19.6,20.5,17.0,175.0,2.0,NW,N,1980.0,100000.0,1974.0
33873,CN5O192CC001,CHINA,ASIA,O192,CC,1,AYI,28.316999999999997,86.444,5.0,1.0,3.0,0.0,5160.0,5380.0,6082.0,7005.0,5880.0,2.0,9.28,1.0,5.11,0.9,10.9,10.9,6.4,92.0,2.0,E,NE,1981.0,100000.0,1970.0
33898,CN5O192CD014,CHINA,ASIA,O192,CD,14,DUOSANGPUDONG,28.355999999999998,86.42299999999999,5.0,1.0,2.0,0.0,5280.0,5280.0,6143.0,7005.0,5960.0,2.0,9.85,1.0,9.85,1.3,7.5,8.0,8.0,94.0,2.0,NW,NW,1981.0,100000.0,1970.0
33901,CN5O192CD017,CHINA,ASIA,O192,CD,17,DUOSANGPUXI,28.335,86.39,5.0,1.0,2.0,0.0,5340.0,5340.0,6232.0,7123.0,6020.0,2.0,10.25,1.0,10.25,1.6,6.5,8.5,8.5,96.0,2.0,N,NW,1981.0,100000.0,1970.0
33905,CN5O192CD021,CHINA,ASIA,O192,CD,21,DUIYA,28.35,86.35799999999999,5.0,1.0,2.0,0.0,5360.0,5360.0,6354.0,7347.0,6120.0,2.0,24.39,1.0,24.39,2.0,12.5,12.5,12.5,127.0,2.0,N,NE,1981.0,100000.0,1970.0
33911,CN5O192CD027,CHINA,ASIA,O192,CD,27,CUOLANGMA,28.325,86.311,5.0,1.0,2.0,0.0,5320.0,5320.0,6374.0,7370.0,5950.0,2.0,15.23,1.0,15.23,1.7,9.0,9.0,9.0,109.0,2.0,NW,N,1981.0,100000.0,1970.0
33922,CN5O192CE009,CHINA,ASIA,O192,CE,9,YEBOKANGJIALE,28.384,85.75,5.0,1.0,2.0,0.0,5550.0,5560.0,6790.0,8027.0,6040.0,2.0,26.2,1.0,26.2,2.4,10.7,11.0,11.0,130.0,2.0,N,NE,1981.0,100000.0,1970.0
33927,CN5O192DA004,CHINA,ASIA,O192,DA,4,KANGJIARUO,28.425,85.693,5.0,2.0,2.0,2.0,5300.0,5300.0,6250.0,7200.0,5750.0,2.0,43.98,1.0,43.98,7.5,13.0,14.3,14.3,188.0,2.0,NE,NE,1978.0,50000.0,1974.0
33938,CN5O192DA015,CHINA,ASIA,O192,DA,15,GUOLUOQIANG,28.523000000000003,85.584,6.0,3.0,2.0,3.0,5360.0,5360.0,5990.0,6663.0,5505.0,2.0,9.45,1.0,9.45,4.0,2.5,4.0,4.0,93.0,2.0,NE,NE,1978.0,50000.0,1974.0
33941,CN5O192DA018,CHINA,ASIA,O192,DA,18,XIUKE,28.55,85.57799999999999,5.0,1.0,3.0,2.0,5320.0,5320.0,6290.0,7260.0,5560.0,2.0,7.12,1.0,7.12,1.5,6.5,6.8,6.8,92.0,2.0,NE,NE,1978.0,50000.0,1974.0
33945,CN5O192DA022,CHINA,ASIA,O192,DA,22,GANGBU,28.581,85.51700000000001,5.0,2.0,2.0,2.0,5122.0,5122.0,6083.0,7044.0,5940.0,2.0,16.54,1.0,16.54,4.0,7.0,7.3,7.3,112.0,2.0,N,N,1978.0,50000.0,1974.0
34031,CN5O192FB002,CHINA,ASIA,O192,FB,2,QUEMUYUEMUQING,28.063000000000002,88.515,5.0,1.0,4.0,0.0,5565.0,5565.0,6197.0,6829.0,5789.0,2.0,2.22,1.0,2.22,0.6,2.9,3.3,3.3,56.0,2.0,N,NW,1983.0,50000.0,1980.0
34096,CN5O192FB067,CHINA,ASIA,O192,FB,67,BANGXIA,28.018,88.053,5.0,1.0,3.0,0.0,5390.0,5390.0,6077.0,6764.0,5900.0,2.0,4.28,1.0,4.28,0.8,5.2,5.2,5.2,71.0,2.0,N,NW,1983.0,50000.0,1980.0
34124,CN5O192FB095,CHINA,ASIA,O192,FB,95,SHEQIANG,27.980999999999998,88.102,5.0,1.0,2.0,0.0,5794.0,5794.0,6183.0,6672.0,6080.0,2.0,3.98,1.0,3.98,1.2,3.2,3.2,3.2,69.0,2.0,SW,SW,1983.0,50000.0,1980.0
34126,CN5O192FB097,CHINA,ASIA,O192,FB,97,LAXIA,27.963,88.12100000000001,5.0,1.0,2.0,0.0,5530.0,5530.0,6167.0,6804.0,5950.0,2.0,9.96,1.0,9.96,1.6,6.2,6.2,6.2,95.0,2.0,W,W,1983.0,50000.0,1980.0
34132,CN5O192FB103,CHINA,ASIA,O192,FB,103,KAER,27.904,88.105,5.0,1.0,2.0,0.0,5500.0,5500.0,6492.0,7483.0,5900.0,2.0,30.03,1.0,26.01,3.3,9.2,9.2,9.2,136.0,2.0,W,NW,1983.0,50000.0,1980.0
34136,CN5O192FB107,CHINA,ASIA,O192,FB,107,LONGBASHABA,27.905,88.057,6.0,1.0,3.0,0.0,5570.0,5570.0,6189.0,6808.0,5930.0,2.0,9.89,1.0,9.89,1.9,5.3,5.3,5.3,94.0,2.0,N,N,1983.0,50000.0,1980.0
34152,CN5O192FB123,CHINA,ASIA,O192,FB,123,ZHIDI,27.899,87.988,5.0,1.0,3.0,0.0,5350.0,5350.0,6052.0,6754.0,5680.0,2.0,9.71,1.0,9.71,1.4,7.0,7.0,7.0,94.0,2.0,NE,NE,1983.0,50000.0,1980.0
34157,CN5O192FB128,CHINA,ASIA,O192,FB,128,CUONA,27.935,87.96799999999999,6.0,1.0,4.0,0.0,5550.0,5550.0,6020.0,6490.0,5780.0,2.0,3.23,1.0,3.23,1.1,2.9,2.9,2.9,64.0,2.0,NE,NE,1983.0,50000.0,1980.0
34170,CN5O192FB141,CHINA,ASIA,O192,FB,141,JIMI,27.923000000000002,87.936,5.0,1.0,3.0,0.0,5110.0,5110.0,5909.0,6707.0,5400.0,2.0,7.25,1.0,6.6,1.1,6.6,6.6,6.6,85.0,2.0,NW,N,1983.0,50000.0,1980.0
34173,CN5O192FB144,CHINA,ASIA,O192,FB,144,YINDAPU,27.921999999999997,87.88799999999999,5.0,1.0,2.0,0.0,5200.0,5200.0,5868.0,6537.0,5420.0,2.0,12.83,1.0,12.83,2.0,6.3,6.3,6.3,103.0,2.0,NE,N,1983.0,50000.0,1980.0
34188,CN5O192FB159,CHINA,ASIA,O192,FB,159,KAZUOPU,28.0,87.853,6.0,1.0,4.0,0.0,5690.0,5690.0,6022.0,6365.0,5920.0,2.0,3.8,1.0,3.8,1.2,3.3,3.3,3.3,68.0,2.0,S,SE,1983.0,50000.0,1980.0
34228,CN5O192FB199,CHINA,ASIA,O192,FB,199,JINCUO,28.195,87.618,6.0,1.0,4.0,0.0,5370.0,5370.0,6061.0,6752.0,6140.0,2.0,3.35,1.0,3.35,1.1,3.1,3.8,3.8,65.0,2.0,NE,NE,1983.0,50000.0,1980.0
34238,CN5O192FB209,CHINA,ASIA,O192,FB,209,DUILEQIANGMA,28.237,87.646,6.0,1.0,4.0,0.0,5700.0,5700.0,5988.0,6277.0,5860.0,2.0,1.18,1.0,1.18,0.7,1.7,1.7,1.7,45.0,2.0,E,E,1983.0,50000.0,1980.0
34280,CN5O192GB015,CHINA,ASIA,O192,GB,15,CUOXIA,28.212,87.602,5.0,1.0,3.0,0.0,5420.0,5420.0,6086.0,6752.0,5710.0,2.0,4.13,1.0,4.13,1.4,1.0,3.0,3.0,70.0,2.0,NW,N,1980.0,50000.0,1974.0
34379,CN5O192GE022,CHINA,ASIA,O192,GE,22,AMAZHENGMAI,28.094,87.625,5.0,1.0,3.0,0.0,5170.0,5170.0,5915.0,6659.0,5530.0,2.0,2.56,1.0,2.56,0.7,3.8,4.1,4.1,59.0,2.0,SE,E,1979.0,50000.0,1974.0
34508,CN5O203A0012,CHINA,ASIA,O203,A0,12,QIONGBIGAMA,27.862,88.895,5.0,0.0,3.0,2.0,4670.0,4670.0,5597.0,6523.0,5330.0,2.0,6.38,1.0,6.38,1.4,4.7,4.7,4.7,81.0,2.0,SE,SE,1982.0,60000.0,1980.0
34515,CN5O203A0019,CHINA,ASIA,O203,A0,19,BOGABO,27.910999999999998,88.896,6.0,0.0,3.0,1.0,5000.0,5000.0,6012.0,7024.0,5630.0,2.0,18.92,1.0,18.92,2.5,7.5,7.5,7.5,117.0,2.0,E,E,1982.0,60000.0,1980.0
34542,CN5O207BA057,CHINA,ASIA,O207,BA,57,SEBUGANGLUN,28.053,90.833,4.0,2.0,2.0,2.0,4438.0,4438.0,5330.0,6222.0,5400.0,2.0,22.12,1.0,20.28,1.9,11.5,12.4,10.2,123.0,2.0,E,NE,1982.0,60000.0,1980.0
34575,CN5O207BB021,CHINA,ASIA,O207,BB,21,BAILANG,28.058000000000003,90.775,5.0,1.0,3.0,0.0,5298.0,5298.0,5831.0,6364.0,5500.0,2.0,13.8,1.0,10.12,1.6,8.5,8.8,3.6,95.0,2.0,N,N,1982.0,60000.0,1980.0
34585,CN5O207BB031,CHINA,ASIA,O207,BB,31,ANGGE,28.076999999999998,90.71700000000001,5.0,1.0,3.0,0.0,4880.0,4880.0,5504.0,6127.0,5350.0,2.0,6.68,1.0,5.96,1.0,6.8,7.2,5.0,83.0,2.0,NE,NE,1982.0,60000.0,1980.0
34607,CN5O207BB053,CHINA,ASIA,O207,BB,53,CUOGALONG,28.064,90.54299999999999,5.0,2.0,3.0,2.0,4880.0,4880.0,5891.0,6902.0,5460.0,2.0,18.48,1.0,17.98,1.9,9.6,9.8,9.8,116.0,2.0,E,E,1982.0,60000.0,1980.0
34618,CN5O207BB064,CHINA,ASIA,O207,BB,64,SHENGLANG,28.108,90.6,5.0,1.0,3.0,2.0,5194.0,5194.0,5747.0,6300.0,5420.0,2.0,4.12,1.0,4.12,1.1,3.9,4.2,4.2,70.0,2.0,N,N,1982.0,60000.0,1980.0
34624,CN5O207BB070,CHINA,ASIA,O207,BB,70,WENJIA,28.092,90.55799999999999,5.0,1.0,3.0,0.0,5170.0,5170.0,5812.0,6455.0,5710.0,2.0,9.1,1.0,8.2,1.6,5.9,6.1,6.1,92.0,2.0,N,N,1982.0,60000.0,1980.0
34660,CN5O207BB106,CHINA,ASIA,O207,BB,106,DONGZHI,28.191999999999997,90.573,5.0,1.0,4.0,1.0,5446.0,5446.0,5753.0,6060.0,5750.0,2.0,2.25,1.0,1.97,0.8,2.9,3.0,3.0,57.0,2.0,S,S,1982.0,60000.0,1980.0
34667,CN5O207BB113,CHINA,ASIA,O207,BB,113,ZHANGLIE,28.225,90.579,5.0,2.0,3.0,2.0,5380.0,5380.0,6028.0,6676.0,5770.0,2.0,7.52,1.0,7.07,1.6,4.8,5.0,5.0,86.0,2.0,SE,SE,1982.0,60000.0,1980.0
34671,CN5O207BB117,CHINA,ASIA,O207,BB,117,SHELA,28.214000000000002,90.619,5.0,1.0,3.0,1.0,5000.0,5000.0,6269.0,7538.0,5372.0,2.0,5.28,1.0,4.2,0.8,6.6,6.7,6.7,76.0,2.0,S,SE,1982.0,60000.0,1980.0
34674,CN5O207BB120,CHINA,ASIA,O207,BB,120,REGA,28.241999999999997,90.665,5.0,2.0,3.0,2.0,4596.0,4596.0,5990.0,7384.0,4984.0,2.0,18.44,1.0,16.59,2.0,9.4,9.6,9.6,116.0,2.0,SE,SE,1982.0,60000.0,1980.0
34681,CN5O207BB127,CHINA,ASIA,O207,BB,127,JIEJIU,28.261999999999997,90.686,5.0,2.0,3.0,0.0,4650.0,4650.0,5597.0,6544.0,4850.0,2.0,9.25,1.0,7.52,1.7,5.5,5.6,5.6,92.0,2.0,NE,NE,1982.0,60000.0,1980.0
34699,CN5O207BB145,CHINA,ASIA,O207,BB,145,ZHANGREJIANG,28.273000000000003,90.667,5.0,2.0,2.0,0.0,4646.0,4646.0,5933.0,7221.0,5161.0,2.0,12.8,1.0,11.95,1.3,10.0,10.2,10.2,103.0,2.0,N,N,1982.0,60000.0,1980.0
34707,CN5O207BB153,CHINA,ASIA,O207,BB,153,KULA,28.244,90.62799999999999,5.0,1.0,3.0,0.0,5354.0,5354.0,6446.0,7538.0,5944.0,2.0,13.88,1.0,13.16,1.7,8.2,8.4,8.4,106.0,2.0,NW,NW,1982.0,60000.0,1980.0
34718,CN5O207BB164,CHINA,ASIA,O207,BB,164,ZARILANG,28.243000000000002,90.59299999999999,5.0,1.0,2.0,0.0,5404.0,5404.0,6040.0,6676.0,5740.0,2.0,9.8,1.0,9.52,2.1,4.6,4.8,4.8,94.0,2.0,N,N,1982.0,60000.0,1980.0
34767,CN5O207BB213,CHINA,ASIA,O207,BB,213,LANGMUSANG,28.066999999999997,90.48700000000001,4.0,2.0,3.0,2.0,5180.0,5180.0,6375.0,7570.0,6040.0,2.0,31.35,1.0,27.28,2.1,14.8,15.1,12.6,138.0,2.0,N,NW,1982.0,60000.0,1980.0
34785,CN5O207BB231,CHINA,ASIA,O207,BB,231,LIANGGANG,28.125,90.35700000000001,4.0,2.0,2.0,2.0,4738.0,4738.0,6136.0,7535.0,5750.0,2.0,62.88,1.0,56.48,3.5,18.0,20.1,15.5,173.0,2.0,E,NE,1982.0,60000.0,1980.0
34796,CN5O207BB242,CHINA,ASIA,O207,BB,242,BALIJIA,28.183000000000003,90.36,6.0,2.0,3.0,0.0,5422.0,5422.0,6183.0,6944.0,6323.0,2.0,11.14,1.0,10.86,2.4,4.6,4.6,4.6,99.0,2.0,NE,NE,1982.0,60000.0,1980.0
34807,CN5O207BB253,CHINA,ASIA,O207,BB,253,BAQUDE,28.241999999999997,90.324,5.0,1.0,3.0,0.0,5618.0,5618.0,6216.0,6814.0,6185.0,2.0,5.36,1.0,5.36,1.1,5.2,5.6,5.6,77.0,2.0,N,N,1982.0,60000.0,1980.0
34837,CN5O207BB283,CHINA,ASIA,O207,BB,283,YAYOU,28.35,91.12799999999999,5.0,2.0,2.0,2.0,4772.0,4772.0,5778.0,6785.0,5835.0,2.0,13.88,1.0,13.88,2.5,5.6,8.2,7.9,106.0,2.0,NW,NW,1982.0,60000.0,1980.0
34843,CN5O207BB289,CHINA,ASIA,O207,BB,289,JIU,28.308000000000003,91.089,6.0,1.0,4.0,2.0,4720.0,4720.0,5617.0,6515.0,5388.0,2.0,4.4,1.0,3.68,1.4,3.2,3.4,3.4,72.0,2.0,W,SW,1982.0,60000.0,1980.0
