,Glacier ID,Political Unit,Continent,Basin Code,Location Code,Glacier Code,Glacier Name,Latitude,Longitude,Primary Class,Glacier Source,Glacier Form,Glacier Activity,Minimum Elevation,Minimum Elevation Exposed,Mean Elevation,Maximum Elevation,Snow Line Elevation,Snow Line Accuracy,Glacier Area,Area Accuracy,Area Exposed,Mean Width,Mean Length,Maximum Length,Maximum Length Exposed,Mean Depth,Depth Accuracy,Accumulation Orientation,Ablation Orientation,Topographic Map Year,Topographic Map Scale,Photograph Year
74259,FR4N01144G10,FRANCE,EUROPE,N011,44,G10,SUD DE LA GURRAZ,45.535,6.87,0.0,1.0,3.0,4.0,2320.0,2320.0,3060.0,3550.0,2750.0,1.0,1.85,2.0,1.81,0.6,2.3,3.0,3.0,26.0,2.0,NE,NE,1970.0,25000.0,1970.0
74285,FR4N01145015,FRANCE,EUROPE,N011,45,15,GEAY GL.DU,45.526,6.853,6.0,1.0,5.0,4.0,2780.0,2810.0,3290.0,3770.0,3160.0,1.0,0.62,2.0,0.56,0.4,1.5,1.9,1.8,17.0,2.0,W,W,1970.0,25000.0,1970.0
74336,FR4N01146B05,FRANCE,EUROPE,N011,46,B05,PRAMORT (GL.DE),45.42100000000001,6.856,5.0,2.0,3.0,0.0,2245.0,2470.0,2480.0,2780.0,2520.0,1.0,1.07,1.0,0.37,0.5,1.7,2.5,0.7,21.0,1.0,NE,NW,1970.0,25000.0,1970.0
74340,FR4N01146B09,FRANCE,EUROPE,N011,46,B09,ROSOLIN (GL.DE),45.417,6.84,0.0,1.0,0.0,4.0,2340.0,2340.0,2860.0,2990.0,2700.0,1.0,0.67,2.0,0.65,0.5,1.1,1.5,1.5,18.0,3.0,N,N,1970.0,25000.0,1970.0
74341,FR4N01146B10,FRANCE,EUROPE,N011,46,B10,EPENAZ (GL.DE L',45.409,6.832999999999999,0.0,0.0,2.0,4.0,2320.0,2320.0,2900.0,3800.0,2580.0,1.0,1.8,1.0,1.77,0.7,2.2,2.5,2.5,26.0,2.0,N,NW,1970.0,25000.0,1970.0
74373,FR4N01146C20,FRANCE,EUROPE,N011,46,C20,GRANDS COULOIRS,45.402,6.817,0.0,1.0,2.0,4.0,2600.0,2660.0,3290.0,3850.0,3260.0,1.0,1.02,2.0,0.96,0.5,2.0,2.5,2.3,21.0,2.0,W,SW,1970.0,25000.0,1970.0
74544,FR4N01152C13,FRANCE,EUROPE,N011,52,C13,VALLONNET I,45.333999999999996,6.906000000000001,6.0,1.0,4.0,0.0,2580.0,2800.0,3300.0,3530.0,3210.0,2.0,2.19,2.0,2.12,1.4,2.6,2.9,2.2,28.0,3.0,N,NW,1970.0,25000.0,1965.0
74601,FR4N01153B32,FRANCE,EUROPE,N011,53,B32,VALLONNET INFERI,45.342,7.087999999999999,6.0,2.0,4.0,0.0,2370.0,2490.0,2640.0,3150.0,2660.0,2.0,0.57,2.0,0.37,0.4,1.6,1.8,0.9,17.0,3.0,NW,NW,1970.0,25000.0,1965.0
74619,FR4N01153C19,FRANCE,EUROPE,N011,53,C19,BAOUNET,45.256,7.117000000000001,6.0,1.0,2.0,0.0,2760.0,2770.0,3040.0,3300.0,3090.0,1.0,3.04,1.0,2.75,1.5,2.6,2.9,2.8,32.0,2.0,NW,NW,1970.0,25000.0,1965.0
74625,FR4N01153C25,FRANCE,EUROPE,N011,53,C25,DERRIERE LE CLAP,45.233000000000004,7.087999999999999,6.0,1.0,4.0,0.0,2655.0,2750.0,3000.0,3290.0,3000.0,1.0,1.0,1.0,0.83,1.0,1.7,1.9,1.4,20.0,3.0,N,N,1970.0,25000.0,1965.0
74709,FR4N01154Q18,FRANCE,EUROPE,N011,54,Q18,ETOCHE,45.138000000000005,6.836,6.0,1.0,4.0,2.0,2740.0,2770.0,2860.0,3030.0,2840.0,1.0,0.37,2.0,0.28,0.2,1.5,1.8,1.5,14.0,3.0,NE,NE,1970.0,25000.0,1965.0
74788,FR4N01166A01,FRANCE,EUROPE,N011,66,A01,REGENERE GIROSE,44.989,6.2379999999999995,6.0,2.0,5.0,2.0,2890.0,2890.0,2980.0,3170.0,2990.0,2.0,0.07,2.0,0.07,0.2,0.3,0.4,0.4,5.0,4.0,S,S,1967.0,25000.0,1967.0
74789,FR4N01166A02,FRANCE,EUROPE,N011,66,A02,PIC DE LA GRAVE,44.989,6.256,7.0,2.0,5.0,2.0,3010.0,3010.0,3060.0,3140.0,3080.0,2.0,0.03,2.0,0.03,0.1,0.2,0.3,0.3,5.0,3.0,S,S,1967.0,25000.0,1967.0
74790,FR4N01166A04,FRANCE,EUROPE,N011,66,A04,SELLE (DE LA),44.986999999999995,6.271,5.0,1.0,4.0,2.0,2510.0,2620.0,2980.0,3780.0,2960.0,2.0,3.4,1.0,0.53,2.4,2.4,3.6,2.2,34.0,5.0,SW,W,1967.0,25000.0,1967.0
74793,FR4N01166A07,FRANCE,EUROPE,N011,66,A07,EST DU DIABLE,44.968999999999994,6.251,6.0,1.0,4.0,2.0,2550.0,2590.0,2780.0,3080.0,2730.0,1.0,0.32,2.0,0.31,0.5,0.6,0.7,0.6,5.0,4.0,N,N,1967.0,25000.0,1967.0
74797,FR4N01166A11,FRANCE,EUROPE,N011,66,A11,BURLAN,44.97,6.218,6.0,1.0,5.0,3.0,2510.0,2510.0,2650.0,2810.0,2650.0,2.0,0.04,1.0,0.04,0.2,0.3,0.4,0.4,5.0,5.0,N,N,1967.0,25000.0,1967.0
74798,FR4N01166A12,FRANCE,EUROPE,N011,66,A12,ROUTIER (DU),44.958,6.209,6.0,1.0,4.0,2.0,2820.0,2900.0,2980.0,3200.0,2960.0,2.0,0.1,2.0,0.07,0.2,0.5,0.6,0.3,5.0,4.0,NW,NW,1967.0,25000.0,1967.0
74800,FR4N01166A14,FRANCE,EUROPE,N011,66,A14,MONT DE LANS,44.99100000000001,6.225,4.0,1.0,3.0,3.0,2900.0,2900.0,3380.0,3520.0,3290.0,2.0,0.38,2.0,0.38,0.6,1.0,1.1,1.1,37.0,4.0,S,S,1967.0,25000.0,1967.0
74801,FR4N01166A15,FRANCE,EUROPE,N011,66,A15,MONT DE LANS,44.99100000000001,6.204,4.0,1.0,3.0,2.0,3100.0,3100.0,3150.0,3260.0,3140.0,3.0,0.08,2.0,0.08,0.2,0.3,0.4,0.4,37.0,2.0,W,W,1967.0,25000.0,1967.0
74804,FR4N01166A18,FRANCE,EUROPE,N011,66,A18,PLAT (DU),44.957,6.2170000000000005,6.0,1.0,4.0,2.0,2830.0,2860.0,2950.0,3170.0,2960.0,3.0,0.14,3.0,0.06,0.3,0.5,0.7,0.3,5.0,4.0,SW,W,1967.0,25000.0,1967.0
74805,FR4N01166A19,FRANCE,EUROPE,N011,66,A19,GIROSE (DE LA),44.993,6.239,6.0,1.0,0.0,2.0,3100.0,3100.0,3510.0,3564.0,3460.0,2.0,0.15,2.0,0.15,1.0,0.5,0.7,0.7,43.0,2.0,S,S,1967.0,25000.0,1967.0
74806,FR4N01166B01,FRANCE,EUROPE,N011,66,B01,COL DU GRAOU,44.952,6.21,6.0,2.0,5.0,2.0,2840.0,2840.0,2860.0,2900.0,2850.0,3.0,0.02,2.0,0.02,0.2,0.2,0.3,0.3,5.0,3.0,NE,NE,1967.0,25000.0,1967.0
74809,FR4N01166B04,FRANCE,EUROPE,N011,66,B04,SOREILLER OUEST,44.967,6.236000000000001,6.0,1.0,4.0,2.0,2950.0,2950.0,3020.0,3110.0,3040.0,3.0,0.07,2.0,0.07,0.2,0.3,0.5,0.5,5.0,5.0,S,S,1967.0,25000.0,1967.0
74810,FR4N01166B05,FRANCE,EUROPE,N011,66,B05,SOREILLER (CENTR,44.96,6.2410000000000005,6.0,1.0,4.0,2.0,2920.0,2920.0,2950.0,3040.0,2960.0,3.0,0.06,2.0,0.06,0.2,0.2,0.3,0.3,5.0,5.0,S,S,1967.0,25000.0,1967.0
74811,FR4N01166B06,FRANCE,EUROPE,N011,66,B06,SOREILLER EST,44.967,6.254,6.0,1.0,5.0,2.0,2960.0,2960.0,3170.0,3370.0,3150.0,2.0,0.1,2.0,0.1,0.2,0.5,0.7,0.7,5.0,4.0,SW,S,1967.0,25000.0,1967.0
74813,FR4N01166B08,FRANCE,EUROPE,N011,66,B08,COL N DU PLARET,44.957,6.257999999999999,7.0,1.0,5.0,3.0,3150.0,3150.0,3200.0,3260.0,3150.0,2.0,0.04,2.0,0.04,0.1,0.2,0.2,0.2,5.0,5.0,W,W,1967.0,25000.0,1967.0
74815,FR4N01166B10,FRANCE,EUROPE,N011,66,B10,TETE W DU ROUGET,44.953,6.256,7.0,1.0,8.0,3.0,2820.0,2820.0,2920.0,3110.0,3010.0,2.0,0.03,2.0,0.03,0.1,0.2,0.3,0.3,5.0,4.0,W,W,1967.0,25000.0,1967.0
74817,FR4N01166C02,FRANCE,EUROPE,N011,66,C02,ARENA,44.955,6.27,6.0,1.0,5.0,2.0,2570.0,2570.0,2940.0,3080.0,2850.0,2.0,0.18,2.0,0.18,0.3,0.5,0.6,0.6,5.0,5.0,E,E,1967.0,25000.0,1967.0
74818,FR4N01166C03,FRANCE,EUROPE,N011,66,C03,PLARET (DU),44.958999999999996,6.267,6.0,1.0,4.0,2.0,2790.0,2790.0,3030.0,3340.0,2990.0,2.0,0.76,2.0,0.76,1.0,0.7,0.8,0.8,19.0,4.0,E,E,1967.0,25000.0,1967.0
74820,FR4N01166C05,FRANCE,EUROPE,N011,66,C05,GANDOLIERE,44.974,6.273,6.0,1.0,4.0,2.0,2700.0,2700.0,3020.0,3320.0,2990.0,2.0,0.33,2.0,0.33,0.5,0.5,0.7,0.7,5.0,5.0,NE,E,1967.0,25000.0,1967.0
74821,FR4N01166C06,FRANCE,EUROPE,N011,66,C06,TETE S DU REPLAT,44.976000000000006,6.276,7.0,1.0,8.0,2.0,2930.0,2930.0,3010.0,3110.0,3010.0,2.0,0.05,2.0,0.05,0.2,0.2,0.3,0.3,5.0,5.0,SE,SE,1967.0,25000.0,1967.0
74822,FR4N01166C07,FRANCE,EUROPE,N011,66,C07,COL DU REPLAT,44.985,6.285,6.0,1.0,5.0,2.0,3000.0,3000.0,3190.0,3340.0,3140.0,2.0,0.09,2.0,0.09,0.3,0.4,0.6,0.6,5.0,4.0,SE,SE,1967.0,25000.0,1967.0
74824,FR4N01166C09,FRANCE,EUROPE,N011,66,C09,BRECHE DU RATEAU,44.99,6.287999999999999,6.0,1.0,5.0,2.0,2900.0,2900.0,3150.0,3550.0,3040.0,3.0,0.26,2.0,0.26,0.2,0.6,0.8,0.8,5.0,5.0,E,SE,1967.0,25000.0,1967.0
74825,FR4N01166C10,FRANCE,EUROPE,N011,66,C10,REGENERE,44.986999999999995,6.3,7.0,2.0,9.0,3.0,2430.0,2430.0,2520.0,2810.0,2510.0,3.0,0.14,2.0,0.14,0.1,0.7,0.8,0.8,5.0,5.0,SE,S,1967.0,25000.0,1967.0
74827,FR4N01166C12,FRANCE,EUROPE,N011,66,C12,ETANCONS OUEST,44.992,6.292000000000001,6.0,1.0,4.0,2.0,2850.0,2850.0,3130.0,3700.0,3050.0,2.0,0.71,2.0,0.71,0.7,0.8,1.1,1.1,18.0,4.0,SE,SE,1967.0,25000.0,1967.0
74829,FR4N01166C14,FRANCE,EUROPE,N011,66,C14,ETANCONS EST,44.992,6.308,6.0,1.0,4.0,2.0,2810.0,2810.0,3120.0,3690.0,3090.0,2.0,0.98,2.0,0.97,1.1,0.8,1.3,1.3,20.0,4.0,SW,SW,1967.0,25000.0,1967.0
74831,FR4N01166C16,FRANCE,EUROPE,N011,66,C16,BRECHE N CAVALES,44.985,6.309,6.0,1.0,8.0,2.0,2900.0,2900.0,3000.0,3150.0,3000.0,2.0,0.05,2.0,0.05,0.2,0.2,0.3,0.3,5.0,4.0,NW,W,1967.0,25000.0,1967.0
74832,FR4N01166C17,FRANCE,EUROPE,N011,66,C17,PIC N DES CAVALE,44.976000000000006,6.308,7.0,1.0,5.0,3.0,2940.0,2940.0,2980.0,3030.0,2990.0,3.0,0.02,2.0,0.02,0.2,0.1,0.1,0.1,5.0,3.0,W,W,1967.0,25000.0,1967.0
74833,FR4N01166C18,FRANCE,EUROPE,N011,66,C18,CAVALES (DES),44.973,6.317,6.0,1.0,5.0,2.0,2940.0,2960.0,3010.0,3100.0,3000.0,3.0,0.03,3.0,0.02,0.1,0.3,0.4,0.2,5.0,4.0,W,W,1967.0,25000.0,1967.0
74834,FR4N01166C19,FRANCE,EUROPE,N011,66,C19,GRANDE RUINE(DE,44.96,6.319,6.0,1.0,4.0,2.0,2780.0,2780.0,3080.0,3500.0,3020.0,2.0,0.72,1.0,0.72,1.1,0.8,0.9,0.9,18.0,4.0,W,W,1967.0,25000.0,1967.0
74835,FR4N01166C20,FRANCE,EUROPE,N011,66,C20,ROCHERS ROUGES,44.958,6.307,6.0,1.0,5.0,3.0,2740.0,2740.0,2890.0,3000.0,2930.0,2.0,0.03,2.0,0.03,0.1,0.4,0.3,0.4,5.0,4.0,N,NW,1967.0,25000.0,1967.0
74836,FR4N01166C21,FRANCE,EUROPE,N011,66,C21,BOURCET (DU),44.956,6.32,6.0,1.0,4.0,2.0,3050.0,3050.0,3230.0,3390.0,3190.0,3.0,0.12,2.0,0.12,0.2,0.4,0.6,0.6,5.0,4.0,SW,SW,1967.0,25000.0,1967.0
74839,FR4N01166C24,FRANCE,EUROPE,N011,66,C24,ALVAU (D'),44.94,6.336,6.0,1.0,8.0,3.0,2970.0,3020.0,3080.0,3300.0,3050.0,4.0,0.1,2.0,0.08,0.1,0.4,0.4,0.4,5.0,4.0,SW,SW,1967.0,25000.0,1967.0
74840,FR4N01166C25,FRANCE,EUROPE,N011,66,C25,BRECHE D'ALVAU,44.938,6.3420000000000005,6.0,1.0,5.0,2.0,2980.0,2980.0,3050.0,3260.0,3060.0,2.0,0.12,2.0,0.12,0.2,0.4,0.6,0.6,5.0,5.0,SW,SW,1967.0,25000.0,1967.0
74841,FR4N01166C26,FRANCE,EUROPE,N011,66,C26,BONNE PIERRE,44.926,6.335,5.0,1.0,4.0,3.0,2390.0,2620.0,2820.0,3450.0,2840.0,2.0,2.03,1.0,1.52,0.6,2.8,3.4,2.6,27.0,5.0,NW,NW,1967.0,25000.0,1967.0
74843,FR4N01166D02,FRANCE,EUROPE,N011,66,D02,FLAMBEAU ECRINS,44.918,6.337999999999999,6.0,1.0,5.0,3.0,3010.0,3010.0,3080.0,3180.0,3060.0,1.0,0.03,1.0,0.03,0.1,0.3,0.3,0.3,5.0,5.0,S,S,1967.0,25000.0,1967.0
74844,FR4N01166D03,FRANCE,EUROPE,N011,66,D03,VALLON PILATTE,44.917,6.3420000000000005,6.0,1.0,4.0,2.0,2950.0,2950.0,3350.0,3780.0,3230.0,2.0,1.14,1.0,1.14,1.2,1.3,1.5,1.5,22.0,4.0,SW,SW,1967.0,25000.0,1967.0
74845,FR4N01166D04,FRANCE,EUROPE,N011,66,D04,LA TEMPLE,44.902,6.353,6.0,1.0,4.0,2.0,3010.0,3010.0,3210.0,3550.0,3180.0,3.0,0.36,2.0,0.28,0.7,0.5,0.9,0.6,5.0,4.0,W,W,1967.0,25000.0,1967.0
74846,FR4N01166D05,FRANCE,EUROPE,N011,66,D05,COSTE ROUGE,44.888000000000005,6.343,6.0,1.0,5.0,3.0,2600.0,2600.0,2860.0,3400.0,2890.0,2.0,0.38,2.0,0.35,0.3,1.2,1.3,1.3,5.0,4.0,W,W,1967.0,25000.0,1967.0
74847,FR4N01166D06,FRANCE,EUROPE,N011,66,D06,LONG,44.886,6.3420000000000005,6.0,1.0,7.0,3.0,2740.0,2740.0,3150.0,3500.0,2890.0,2.0,0.1,2.0,0.1,0.1,0.7,0.7,0.7,5.0,5.0,N,NW,1967.0,25000.0,1967.0
74848,FR4N01166D07,FRANCE,EUROPE,N011,66,D07,GRIS,44.875,6.341,6.0,1.0,5.0,2.0,2830.0,2900.0,3010.0,3170.0,2990.0,2.0,0.14,3.0,0.11,0.3,0.5,0.6,0.3,5.0,5.0,W,W,1967.0,25000.0,1967.0
74850,FR4N01166D09,FRANCE,EUROPE,N011,66,D09,CIME DU COIN INF,44.87,6.3420000000000005,7.0,1.0,8.0,2.0,2880.0,2900.0,2950.0,3100.0,2950.0,4.0,0.03,3.0,0.02,0.1,0.1,0.1,0.1,5.0,3.0,W,W,1967.0,25000.0,1967.0
74851,FR4N01166D10,FRANCE,EUROPE,N011,66,D10,COIN,44.86,6.3420000000000005,6.0,1.0,5.0,2.0,2870.0,2870.0,3050.0,3270.0,3040.0,1.0,0.3,2.0,0.3,0.5,0.7,0.8,0.8,5.0,4.0,W,W,1967.0,25000.0,1967.0
74852,FR4N01166D11,FRANCE,EUROPE,N011,66,D11,PILATTE (DE LA),44.858000000000004,6.334,5.0,1.0,4.0,2.0,2220.0,2220.0,2900.0,3500.0,2800.0,2.0,2.94,2.0,2.77,1.2,3.2,3.4,3.4,32.0,3.0,N,N,1967.0,25000.0,1967.0
74853,FR4N01166D12,FRANCE,EUROPE,N011,66,D12,GIOBERNAY,44.857,6.32,6.0,1.0,4.0,2.0,2930.0,2930.0,3140.0,3300.0,3050.0,2.0,0.22,1.0,0.22,0.4,0.6,0.7,0.7,5.0,5.0,E,E,1967.0,25000.0,1967.0
74854,FR4N01166D13,FRANCE,EUROPE,N011,66,D13,GIOBERNAY NE,44.868,6.322,6.0,1.0,5.0,2.0,2750.0,2750.0,2880.0,3030.0,2860.0,1.0,0.09,1.0,0.09,0.3,0.4,0.5,0.5,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74855,FR4N01166D14,FRANCE,EUROPE,N011,66,D14,SAYS (DU),44.868,6.309,6.0,1.0,4.0,3.0,2670.0,2670.0,3000.0,3340.0,2890.0,2.0,0.87,1.0,0.87,1.2,0.1,0.9,0.9,19.0,4.0,NE,NE,1967.0,25000.0,1967.0
74856,FR4N01166D15,FRANCE,EUROPE,N011,66,D15,SAYS INF (DU),44.871,6.32,6.0,2.0,9.0,3.0,2390.0,2390.0,2550.0,2690.0,2540.0,1.0,0.12,2.0,0.11,0.3,0.5,0.6,0.6,5.0,4.0,NE,NE,1967.0,25000.0,1967.0
74857,FR4N01166D16,FRANCE,EUROPE,N011,66,D16,BOVERJAT,44.873999999999995,6.307,6.0,1.0,4.0,2.0,2850.0,2850.0,3070.0,3180.0,2970.0,1.0,0.21,2.0,0.21,0.4,0.5,0.7,0.7,5.0,5.0,NE,E,1967.0,25000.0,1967.0
74861,FR4N01166D20,FRANCE,EUROPE,N011,66,D20,CHARDON,44.876000000000005,6.2860000000000005,5.0,1.0,2.0,2.0,2150.0,2300.0,2580.0,3250.0,2590.0,3.0,2.08,1.0,1.02,0.7,3.0,3.4,1.4,27.0,3.0,NE,N,1967.0,25000.0,1967.0
74863,FR4N01166D22,FRANCE,EUROPE,N011,66,D22,ROUIES (DES),44.873999999999995,6.268,6.0,1.0,3.0,3.0,2720.0,2720.0,3300.0,3588.0,3220.0,2.0,1.61,2.0,1.61,0.5,1.7,2.5,2.5,25.0,4.0,NE,E,1967.0,25000.0,1967.0
74864,FR4N01166D23,FRANCE,EUROPE,N011,66,D23,ANE (DE L'),44.9,6.27,6.0,1.0,5.0,2.0,2810.0,2810.0,3040.0,3260.0,2950.0,3.0,0.17,2.0,0.17,0.2,0.8,1.1,1.1,5.0,5.0,E,E,1967.0,25000.0,1967.0
74873,FR4N01166D32,FRANCE,EUROPE,N011,66,D32,ENCOULA E,44.908,6.287999999999999,6.0,1.0,5.0,3.0,2670.0,2670.0,2820.0,2950.0,2760.0,2.0,0.08,2.0,0.08,0.2,0.4,0.4,0.4,5.0,5.0,N,NE,1967.0,25000.0,1967.0
74874,FR4N01166D33,FRANCE,EUROPE,N011,66,D33,ENCOULA (DE L'),44.909,6.285,6.0,1.0,5.0,3.0,2470.0,2470.0,2800.0,3200.0,2710.0,2.0,0.27,2.0,0.27,0.3,1.1,1.1,1.1,5.0,5.0,N,NE,1967.0,25000.0,1967.0
74875,FR4N01166D34,FRANCE,EUROPE,N011,66,D34,LES CLOTS,44.92,6.2829999999999995,7.0,1.0,5.0,3.0,2700.0,2700.0,2750.0,2800.0,2730.0,2.0,0.02,2.0,0.02,0.2,0.1,0.1,0.1,5.0,3.0,NE,NE,1967.0,25000.0,1967.0
74876,FR4N01166E01,FRANCE,EUROPE,N011,66,E01,PIERRE BLANCHE,44.92100000000001,6.273,6.0,2.0,5.0,3.0,2460.0,2460.0,2610.0,3000.0,2650.0,2.0,0.03,1.0,0.03,0.1,0.6,0.7,0.7,5.0,3.0,N,N,1967.0,25000.0,1967.0
74877,FR4N01166E02,FRANCE,EUROPE,N011,66,E02,CIME ENCOULA NW,44.906000000000006,6.274,7.0,1.0,5.0,3.0,2830.0,2860.0,2960.0,3300.0,3110.0,3.0,0.06,2.0,0.05,0.2,0.3,0.4,0.1,5.0,3.0,NW,W,1967.0,25000.0,1967.0
74878,FR4N01166E03,FRANCE,EUROPE,N011,66,E03,PETIT PIERRE,44.903999999999996,6.275,6.0,1.0,5.0,2.0,3120.0,3120.0,3280.0,3370.0,3250.0,4.0,0.06,1.0,0.06,0.1,0.5,0.6,0.6,5.0,4.0,NW,W,1967.0,25000.0,1967.0
74879,FR4N01166E04,FRANCE,EUROPE,N011,66,E04,COL DE L'ENCOULA,44.902,6.275,6.0,1.0,5.0,3.0,3010.0,3010.0,3230.0,3430.0,3190.0,4.0,0.12,2.0,0.12,0.4,0.3,0.4,0.4,5.0,4.0,NW,W,1967.0,25000.0,1967.0
74880,FR4N01166E05,FRANCE,EUROPE,N011,66,E05,CLOT CHATEL INF,44.9,6.274,7.0,2.0,8.0,3.0,2970.0,2970.0,3020.0,3110.0,3030.0,3.0,0.04,3.0,0.04,0.3,0.1,0.1,0.1,5.0,3.0,W,W,1967.0,25000.0,1967.0
74881,FR4N01166E06,FRANCE,EUROPE,N011,66,E06,VALLON DES ETAGE,44.888000000000005,6.2589999999999995,5.0,1.0,4.0,2.0,2390.0,2550.0,2840.0,3330.0,2820.0,3.0,2.2,2.0,1.85,2.7,0.8,2.0,1.0,28.0,4.0,N,N,1967.0,25000.0,1967.0
74882,FR4N01166E07,FRANCE,EUROPE,N011,66,E07,POINTE JEANNE,44.903,6.2379999999999995,7.0,1.0,8.0,3.0,2870.0,2900.0,3010.0,3110.0,2960.0,3.0,0.08,3.0,0.07,0.3,0.2,0.4,0.3,5.0,4.0,E,E,1967.0,25000.0,1967.0
74883,FR4N01166E08,FRANCE,EUROPE,N011,66,E08,TETE DE NALACOMB,44.917,6.237,7.0,1.0,8.0,3.0,2710.0,2710.0,2960.0,3090.0,2790.0,4.0,0.08,2.0,0.08,0.1,0.2,0.2,0.2,5.0,3.0,N,NE,1967.0,25000.0,1967.0
74884,FR4N01166E09,FRANCE,EUROPE,N011,66,E09,TETE DU GRAND BO,44.92100000000001,6.235,7.0,2.0,8.0,3.0,2480.0,2480.0,2660.0,2740.0,2740.0,3.0,0.02,2.0,0.02,0.1,0.2,0.2,0.2,5.0,3.0,NW,NW,1967.0,25000.0,1967.0
74886,FR4N01166F02,FRANCE,EUROPE,N011,66,F02,FETOULES (DES),44.903,6.236000000000001,6.0,1.0,5.0,2.0,2900.0,2900.0,3190.0,3450.0,3080.0,2.0,0.21,2.0,0.21,0.4,0.7,0.8,0.8,5.0,5.0,NW,NW,1967.0,25000.0,1967.0
74887,FR4N01166F03,FRANCE,EUROPE,N011,66,F03,COL N DE L'ETRET,44.89,6.237,7.0,1.0,8.0,3.0,2850.0,2850.0,3090.0,3340.0,3030.0,3.0,0.06,2.0,0.06,0.1,0.3,0.4,0.4,5.0,4.0,W,W,1967.0,25000.0,1967.0
74888,FR4N01166F04,FRANCE,EUROPE,N011,66,F04,CLOCHER DE L'ETR,44.89,6.239,6.0,1.0,5.0,2.0,3070.0,3070.0,3210.0,3450.0,3160.0,3.0,0.11,1.0,0.11,0.2,0.5,0.6,0.6,5.0,5.0,NW,W,1967.0,25000.0,1967.0
74889,FR4N01166F05,FRANCE,EUROPE,N011,66,F05,REGENERE,44.888999999999996,6.237,7.0,2.0,5.0,3.0,2970.0,2970.0,3060.0,3130.0,3020.0,3.0,0.04,1.0,0.04,0.3,0.2,0.4,0.4,5.0,4.0,W,W,1967.0,25000.0,1967.0
74890,FR4N01166F06,FRANCE,EUROPE,N011,66,F06,ETRET (DE L'),44.886,6.242999999999999,6.0,1.0,4.0,2.0,3100.0,3100.0,3180.0,3280.0,3140.0,2.0,0.13,1.0,0.13,0.5,0.3,0.4,0.4,5.0,5.0,S,S,1967.0,25000.0,1967.0
74891,FR4N01166F07,FRANCE,EUROPE,N011,66,F07,LAVEY NE (DE LA),44.875,6.255,6.0,1.0,5.0,2.0,2950.0,3000.0,3150.0,3340.0,3050.0,2.0,0.33,1.0,0.32,0.5,0.6,0.8,0.8,5.0,5.0,SW,SW,1967.0,25000.0,1967.0
74892,FR4N01166F08,FRANCE,EUROPE,N011,66,F08,LAVEY SW (DE LA),44.873000000000005,6.252000000000001,6.0,1.0,4.0,2.0,2730.0,2730.0,2860.0,3280.0,2850.0,2.0,0.3,1.0,0.28,0.5,0.9,1.1,1.1,5.0,5.0,NW,W,1967.0,25000.0,1967.0
74893,FR4N01166F09,FRANCE,EUROPE,N011,66,F09,VERSANT NW ROUIE,44.869,6.242000000000001,6.0,2.0,5.0,2.0,2530.0,2530.0,2920.0,3400.0,2820.0,2.0,0.18,1.0,0.18,0.1,0.9,1.1,1.1,5.0,5.0,NW,NW,1967.0,25000.0,1967.0
74894,FR4N01166F10,FRANCE,EUROPE,N011,66,F10,COULOIR NW ROUIE,44.868,6.24,6.0,1.0,5.0,3.0,2650.0,2650.0,2870.0,3050.0,2800.0,3.0,0.01,2.0,0.01,0.1,0.5,0.5,0.5,5.0,3.0,NW,NW,1967.0,25000.0,1967.0
74895,FR4N01166F11,FRANCE,EUROPE,N011,66,F11,MUANDE SUP E,44.858000000000004,6.254,6.0,1.0,5.0,2.0,3000.0,3000.0,3170.0,3340.0,3160.0,2.0,0.09,1.0,0.09,0.3,0.4,0.5,0.5,5.0,5.0,NW,W,1967.0,25000.0,1967.0
74896,FR4N01166F12,FRANCE,EUROPE,N011,66,F12,FOND DE LA MUAND,44.854,6.236000000000001,6.0,1.0,4.0,2.0,2380.0,2420.0,2700.0,3250.0,2700.0,3.0,1.44,1.0,1.18,1.5,1.9,2.2,1.9,24.0,4.0,NW,NW,1967.0,25000.0,1967.0
74897,FR4N01166F13,FRANCE,EUROPE,N011,66,F13,MUANDE SUP W,44.855,6.224,6.0,1.0,5.0,2.0,2670.0,2670.0,2850.0,2970.0,2850.0,2.0,0.21,1.0,0.21,0.5,0.4,0.6,0.6,5.0,5.0,NE,NE,1967.0,25000.0,1967.0
74898,FR4N01166F14,FRANCE,EUROPE,N011,66,F14,SELLETTES EST,44.858000000000004,6.209,6.0,1.0,4.0,2.0,2350.0,2350.0,2620.0,3300.0,2590.0,2.0,1.03,1.0,1.03,0.7,1.6,1.8,1.8,21.0,4.0,N,N,1967.0,25000.0,1967.0
74900,FR4N01166F16,FRANCE,EUROPE,N011,66,F16,SELLETTES OUEST,44.86,6.202000000000001,6.0,1.0,4.0,2.0,2650.0,2650.0,2900.0,3200.0,2870.0,2.0,0.83,1.0,0.83,0.6,1.2,1.4,1.4,20.0,4.0,NE,E,1967.0,25000.0,1967.0
74901,FR4N01166F17,FRANCE,EUROPE,N011,66,F17,AIGUILLE DE L'OL,44.875,6.202000000000001,7.0,2.0,5.0,2.0,2540.0,2540.0,2640.0,2720.0,2670.0,3.0,0.04,1.0,0.04,0.2,0.2,0.3,0.3,5.0,2.0,NE,NE,1967.0,25000.0,1967.0
